Code,Category,Honda likely summary,Recommended Shop
P1865,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1866,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1867,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1868,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1869,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1870,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1871,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1872,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1873,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1874,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1875,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1876,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1877,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1878,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1879,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1880,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1881,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1882,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1883,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1884,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1885,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1886,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1887,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1888,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1889,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1890,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1891,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1892,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1893,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1894,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1895,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1896,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1897,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
